matter_id,client_id,consultation_id,matter_type,origin_channel,oppened_at,current_stage,responsible_lawyer_id,total_fee_agreed ,contract_signed,power_of_attorney_signed ,documents_complete,closed_at,outcome
988,276,795,administrative,whatsapp,12/4/21,rejected,988,2925.26,FALSE,TRUE,TRUE,12/23/18,office_declined
989,74,622,administrative,phone,3/10/26,completed,989,4571.5,TRUE,TRUE,TRUE,6/9/17,resolved
990,857,538,criminal,whatsapp,4/14/17,rejected,990,4447.95,TRUE,FALSE,FALSE,11/28/22,settled
991,306,328,immigration,email,7/21/27,under review,991,184.42,FALSE,FALSE,FALSE,7/22/30,accepted
992,571,732,labor,email,9/3/26,approved,992,4032.13,FALSE,FALSE,FALSE,5/15/25,settled
993,339,215,family,whatsapp,9/7/23,finalized,993,3390.32,TRUE,FALSE,FALSE,4/12/20,cancelled
994,297,492,real estate,email,2/9/25,under investigation,994,2784.21,TRUE,TRUE,TRUE,12/2/18,settled
995,417,91,commercial,whatsapp,1/1/26,under review,995,2365.37,TRUE,TRUE,TRUE,11/15/30,ongoing
996,629,722,commercial,phone,6/5/20,on hold,996,267.32,TRUE,TRUE,TRUE,11/10/22,client_withdrew
997,885,685,civil,whatsapp,1/5/20,pending approval,997,4912.62,TRUE,TRUE,FALSE,10/16/19,completed
998,182,430,commercial,email,2/3/21,on hold,998,1295,TRUE,TRUE,TRUE,9/13/17,client_withdrew
999,242,170,labor,phone,8/10/29,on hold,999,3482.79,TRUE,TRUE,TRUE,5/27/19,resolved
1000,374,446,administrative,email,2/5/16,awaiting response,1000,2630.62,FALSE,FALSE,TRUE,12/5/23,settled
